,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,Daily_Return,Volatility,Day_of_Week,Day_of_Month,Month,Year,Close',High',Low',Open',Volume',SMA_20',SMA_50',EMA_20',EMA_50',RSI_14',MACD',MACD_Signal',Daily_Return',Volatility',Day_of_Week',Day_of_Month',Month',Year'
2022-06-02,,,,,,,,,,,,,,,,,,,58.672943,58.682152,57.181493,58.166587,14586000.000000,58.757639,58.734437,58.673126,58.309337,47.284122,-0.101001,-0.084611,0.010465,0.020435,3.000000,2.000000,6.000000,2022.000000
2022-06-03,,,,,,,,,,,,,,,,,,,57.973244,58.580872,57.825940,58.525631,13539900.000000,58.686748,58.781758,58.606471,58.296157,40.115005,-0.141986,-0.096086,-0.011925,0.020526,4.000000,3.000000,6.000000,2022.000000
2022-06-03,57.973244,58.580872,57.825940,58.525631,13539900.000000,58.686748,58.781759,58.606471,58.296157,40.115052,-0.141986,-0.096086,-0.011925,0.020526,4.000000,3.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,57.881176,58.709761,57.687841,58.304677,15112800.000000,58.600667,58.816559,58.537395,58.279883,38.779967,-0.179822,-0.112833,-0.001588,0.020498,0.000000,6.000000,6.000000,2022.000000
2022-06-06,57.881184,58.709769,57.687848,58.304685,15112800.000000,58.600668,58.816560,58.537396,58.279884,38.779969,-0.179822,-0.112833,-0.001588,0.020498,0.000000,6.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-07,58.231022,58.341499,57.282755,57.430059,17886300.000000,58.538063,58.848230,58.508217,58.277967,40.944905,-0.179509,-0.126169,0.006044,0.020562,1.000000,7.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-07,,,,,,,,,,,,,,,,,,,58.231033,58.341510,57.282766,57.430070,17886300.000000,58.538064,58.848229,58.508218,58.277967,40.944934,-0.179508,-0.126168,0.006044,0.020562,1.000000,7.000000,6.000000,2022.000000
2022-06-08,57.899597,58.194204,57.595785,57.991664,10211500.000000,58.486507,58.866090,58.450253,58.263129,58.666639,-0.203657,-0.141666,-0.005692,0.020500,2.000000,8.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-08,,,,,,,,,,,,,,,,,,,57.899597,58.194204,57.595785,57.991664,10211500.000000,58.486507,58.866090,58.450254,58.263129,58.666692,-0.203656,-0.141666,-0.005692,0.020500,2.000000,8.000000,6.000000,2022.000000
2022-06-09,56.896088,58.323092,56.877674,57.881181,13382200.000000,58.370966,58.859462,58.302238,58.209520,59.336080,-0.300307,-0.173394,-0.017332,0.020786,3.000000,9.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-09,,,,,,,,,,,,,,,,,,,56.896084,58.323088,56.877670,57.881178,13382200.000000,58.370966,58.859461,58.302238,58.209520,59.336056,-0.300307,-0.173394,-0.017332,0.020786,3.000000,9.000000,6.000000,2022.000000
2022-06-10,,,,,,,,,,,,,,,,,,,56.537029,56.978940,55.662412,56.168768,14967600.000000,58.228265,58.844731,58.134123,58.143932,52.375674,-0.401250,-0.218965,-0.006311,0.020776,4.000000,10.000000,6.000000,2022.000000
2022-06-10,56.537033,56.978944,55.662416,56.168772,14967600.000000,58.228265,58.844732,58.134123,58.143932,52.375702,-0.401250,-0.218966,-0.006311,0.020776,4.000000,10.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-13,56.472595,57.347212,55.855759,55.929412,23064200.000000,58.026644,58.832579,57.975882,58.078390,39.502851,-0.480905,-0.271353,-0.001140,0.020185,0.000000,13.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-13,,,,,,,,,,,,,,,,,,,56.472588,57.347204,55.855751,55.929405,23064200.000000,58.026643,58.832578,57.975881,58.078389,39.502726,-0.480905,-0.271353,-0.001140,0.020185,0.000000,13.000000,6.000000,2022.000000
2022-06-14,,,,,,,,,,,,,,,,,,,54.923988,56.463306,54.395428,56.314939,24620000.000000,57.736543,58.773434,57.685225,57.954687,21.901474,-0.661368,-0.349356,-0.027422,0.020813,1.000000,14.000000,6.000000,2022.000000
2022-06-14,54.923996,56.463314,54.395435,56.314946,24620000.000000,57.736544,58.773435,57.685226,57.954688,21.901479,-0.661366,-0.349356,-0.027422,0.020813,1.000000,14.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-15,55.332008,56.231491,54.682901,55.638019,19684700.000000,57.475131,58.728528,57.461110,57.851838,25.666710,-0.762669,-0.432019,0.007429,0.020989,2.000000,15.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-15,,,,,,,,,,,,,,,,,,,55.332001,56.231483,54.682893,55.638011,19684700.000000,57.475130,58.728527,57.461108,57.851836,25.666771,-0.762670,-0.432019,0.007429,0.020989,2.000000,15.000000,6.000000,2022.000000
2022-06-16,,,,,,,,,,,,,,,,,,,54.775623,55.192909,54.015237,54.376884,15053800.000000,57.396727,58.673781,57.205348,57.731201,21.843862,-0.877731,-0.521161,-0.010055,0.014432,3.000000,16.000000,6.000000,2022.000000
2022-06-16,54.775623,55.192909,54.015237,54.376884,15053800.000000,57.396727,58.673782,57.205350,57.731202,21.843769,-0.877730,-0.521161,-0.010055,0.014432,3.000000,16.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-17,,,,,,,,,,,,,,,,,,,55.109459,55.758570,54.831270,55.359830,34781900.000000,57.390254,58.614112,57.005739,57.628387,21.684115,-0.931244,-0.603178,0.006095,0.013849,4.000000,17.000000,6.000000,2022.000000
2022-06-17,55.109459,55.758570,54.831270,55.359830,34781900.000000,57.390254,58.614113,57.005741,57.628388,21.684022,-0.931244,-0.603177,0.006095,0.013849,4.000000,17.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-21,,,,,,,,,,,,,,,,,,,56.287125,56.454039,54.719985,55.165092,17705000.000000,57.397552,58.571735,56.937300,57.575789,36.801615,-0.868614,-0.656265,0.021370,0.014204,1.000000,21.000000,6.000000,2022.000000
2022-06-21,56.287128,56.454043,54.719989,55.165096,17705000.000000,57.397553,58.571736,56.937302,57.575790,36.801625,-0.868613,-0.656264,0.021370,0.014204,1.000000,21.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-22,,,,,,,,,,,,,,,,,,,56.704418,56.982608,55.934757,56.194400,15207100.000000,57.339174,58.530524,56.915121,57.541617,41.440341,-0.776357,-0.680283,0.007414,0.012398,2.000000,22.000000,6.000000,2022.000000
2022-06-22,56.704418,56.982608,55.934757,56.194400,15207100.000000,57.339175,58.530525,56.915122,57.541619,41.440356,-0.776356,-0.680283,0.007414,0.012398,2.000000,22.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-23,57.381344,57.409162,56.778597,56.843508,17190900.000000,57.261246,58.503220,56.959524,57.535333,41.946372,-0.641228,-0.672472,0.011938,0.011939,3.000000,23.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-23,,,,,,,,,,,,,,,,,,,57.381340,57.409158,56.778593,56.843504,17190900.000000,57.261245,58.503219,56.959522,57.535332,41.946382,-0.641229,-0.672473,0.011938,0.011939,3.000000,23.000000,6.000000,2022.000000
2022-06-24,,,,,,,,,,,,,,,,,,,58.457012,58.475559,57.594623,57.594623,18147100.000000,57.234798,58.483617,57.102140,57.571476,52.881375,-0.442244,-0.626427,0.018746,0.012750,4.000000,24.000000,6.000000,2022.000000
2022-06-24,58.457012,58.475559,57.594623,57.594623,18147100.000000,57.234799,58.483618,57.102142,57.571478,52.881389,-0.442243,-0.626426,0.018746,0.012750,4.000000,24.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-27,58.336460,58.688835,58.076817,58.401371,12142100.000000,57.191737,58.458476,57.219696,57.601477,52.702514,-0.290920,-0.559325,-0.002062,0.012720,0.000000,27.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-27,,,,,,,,,,,,,,,,,,,58.336456,58.688831,58.076813,58.401367,12142100.000000,57.191735,58.458475,57.219694,57.601475,52.702526,-0.290921,-0.559326,-0.002062,0.012720,0.000000,27.000000,6.000000,2022.000000
2022-06-28,57.752262,59.124666,57.594623,58.494105,13150100.000000,57.101972,58.416310,57.270417,57.607390,47.235020,-0.215649,-0.490590,-0.010014,0.012786,1.000000,28.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-28,,,,,,,,,,,,,,,,,,,57.752262,59.124666,57.594623,58.494105,13150100.000000,57.101970,58.416309,57.270415,57.607389,47.234957,-0.215650,-0.490590,-0.010014,0.012786,1.000000,28.000000,6.000000,2022.000000
2022-06-29,58.169552,58.521927,57.891362,57.993366,11795500.000000,57.092914,58.393169,57.356049,57.629436,51.543758,-0.120931,-0.416658,0.007226,0.012131,2.000000,29.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-29,,,,,,,,,,,,,,,,,,,58.169544,58.521919,57.891355,57.993358,11795500.000000,57.092912,58.393167,57.356046,57.629434,51.543716,-0.120932,-0.416659,0.007225,0.012131,2.000000,29.000000,6.000000,2022.000000
2022-06-30,58.336460,58.521921,57.640985,57.789353,15514200.000000,57.106471,58.361766,57.449421,57.657162,59.108411,-0.032029,-0.339732,0.002869,0.012093,3.000000,30.000000,6.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-06-30,,,,,,,,,,,,,,,,,,,58.336456,58.521917,57.640981,57.789349,15514200.000000,57.106469,58.361765,57.449419,57.657160,59.108420,-0.032030,-0.339733,0.002869,0.012093,3.000000,30.000000,6.000000,2022.000000
2022-07-01,,,,,,,,,,,,,,,,,,,59.699589,59.764500,58.253003,58.531192,15143200.000000,57.157801,58.341237,57.663721,57.737256,67.745462,0.146728,-0.242441,0.023367,0.012976,4.000000,1.000000,7.000000,2022.000000
2022-07-01,59.699589,59.764500,58.253003,58.531192,15143200.000000,57.157804,58.341238,57.663723,57.737257,67.745433,0.146729,-0.242440,0.023367,0.012976,4.000000,1.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-05,58.679565,59.514137,57.882087,59.514137,15921200.000000,57.193120,58.295706,57.760470,57.774210,61.184176,0.203739,-0.153204,-0.017086,0.013293,1.000000,5.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-05,,,,,,,,,,,,,,,,,,,58.679565,59.514137,57.882087,59.514137,15921200.000000,57.193117,58.295705,57.760468,57.774209,61.184223,0.203739,-0.153205,-0.017086,0.013293,1.000000,5.000000,7.000000,2022.000000
2022-07-06,58.800106,59.430667,58.596099,58.976292,13450500.000000,57.239066,58.270262,57.859483,57.814442,72.967018,0.255700,-0.071423,0.002054,0.013285,2.000000,6.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-06,,,,,,,,,,,,,,,,,,,58.800110,59.430671,58.596103,58.976296,13450500.000000,57.239064,58.270261,57.859481,57.814440,72.967096,0.255700,-0.071424,0.002054,0.013285,2.000000,6.000000,7.000000,2022.000000
2022-07-07,58.336460,58.957753,58.141728,58.661014,14828400.000000,57.244338,58.222840,57.904909,57.834913,67.685604,0.256509,-0.005837,-0.007885,0.013364,3.000000,7.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-07,,,,,,,,,,,,,,,,,,,58.336456,58.957749,58.141724,58.661010,14828400.000000,57.244335,58.222839,57.904908,57.834912,67.685618,0.256509,-0.005837,-0.007885,0.013364,3.000000,7.000000,7.000000,2022.000000
2022-07-08,58.549744,58.809387,58.308647,58.447740,11311500.000000,57.276845,58.196071,57.966322,57.862946,73.151388,0.271235,0.049577,0.003656,0.013312,4.000000,8.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-08,,,,,,,,,,,,,,,,,,,58.549740,58.809383,58.308643,58.447736,11311500.000000,57.276842,58.196069,57.966320,57.862944,73.151332,0.271235,0.049577,0.003656,0.013312,4.000000,8.000000,7.000000,2022.000000
2022-07-11,58.364277,58.846473,58.039723,58.410645,12702100.000000,57.350255,58.156202,58.004223,57.882606,70.336028,0.264886,0.092639,-0.003168,0.012666,0.000000,11.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-11,,,,,,,,,,,,,,,,,,,58.364281,58.846477,58.039727,58.410649,12702100.000000,57.350252,58.156201,58.004221,57.882604,70.336042,0.264886,0.092639,-0.003168,0.012666,0.000000,11.000000,7.000000,2022.000000
2022-07-12,,,,,,,,,,,,,,,,,,,58.113907,58.837203,57.928450,58.419918,14731100.000000,57.429096,58.099724,58.014667,57.891675,62.909570,0.236920,0.121495,-0.004290,0.012610,1.000000,12.000000,7.000000,2022.000000
2022-07-12,58.113911,58.837207,57.928453,58.419921,14731100.000000,57.429099,58.099725,58.014669,57.891676,62.909598,0.236920,0.121495,-0.004290,0.012610,1.000000,12.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-13,57.844997,58.419923,57.474076,57.798633,13145300.000000,57.497719,58.066963,57.998510,57.889846,58.232958,0.190858,0.135368,-0.004627,0.012672,2.000000,13.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-13,,,,,,,,,,,,,,,,,,,57.844994,58.419919,57.474072,57.798629,13145300.000000,57.497716,58.066962,57.998508,57.889844,58.232917,0.190858,0.135368,-0.004627,0.012672,2.000000,13.000000,7.000000,2022.000000
2022-07-14,,,,,,,,,,,,,,,,,,,57.659531,57.724441,56.843505,56.871327,14433000.000000,57.634493,58.052033,57.966224,57.880812,52.161388,0.137800,0.135854,-0.003206,0.010804,3.000000,14.000000,7.000000,2022.000000
2022-07-14,57.659534,57.724445,56.843509,56.871331,14433000.000000,57.634496,58.052035,57.966226,57.880814,52.161393,0.137800,0.135854,-0.003206,0.010804,3.000000,14.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-15,57.956272,58.392104,57.557533,58.188097,21968400.000000,57.765709,58.049670,57.965278,57.883773,45.573778,0.118332,0.132350,0.005146,0.010761,4.000000,15.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-15,,,,,,,,,,,,,,,,,,,57.956268,58.392101,57.557529,58.188093,21968400.000000,57.765707,58.049669,57.965276,57.883771,45.573753,0.118331,0.132350,0.005146,0.010761,4.000000,15.000000,7.000000,2022.000000
2022-07-18,57.168064,58.011907,57.038239,57.974814,10780800.000000,57.885331,57.995635,57.889353,57.855706,40.762460,0.038853,0.113650,-0.013600,0.011003,0.000000,18.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-18,,,,,,,,,,,,,,,,,,,57.168060,58.011903,57.038235,57.974811,10780800.000000,57.885329,57.995634,57.889351,57.855704,40.762471,0.038852,0.113650,-0.013600,0.011003,0.000000,18.000000,7.000000,2022.000000
2022-07-19,57.984077,58.095356,57.427699,57.576067,10998200.000000,58.029062,57.967496,57.898375,57.860740,51.767966,0.041235,0.099167,0.014274,0.011304,1.000000,19.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-19,,,,,,,,,,,,,,,,,,,57.984081,58.095360,57.427703,57.576070,10998200.000000,58.029060,57.967495,57.898373,57.860739,51.767990,0.041235,0.099167,0.014274,0.011304,1.000000,19.000000,7.000000,2022.000000
2022-07-20,,,,,,,,,,,,,,,,,,,57.028973,58.030459,56.704419,57.863544,11010500.000000,58.066152,57.916018,57.815573,57.828120,41.960824,-0.033558,0.072622,-0.016472,0.011164,2.000000,20.000000,7.000000,2022.000000
2022-07-20,57.028973,58.030459,56.704419,57.863544,11010500.000000,58.066154,57.916020,57.815574,57.828122,41.960736,-0.033559,0.072622,-0.016472,0.011164,2.000000,20.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-21,56.899147,57.381344,56.370586,56.806415,11959600.000000,58.075890,57.864340,57.728296,57.791692,39.815999,-0.102132,0.037671,-0.002276,0.011068,3.000000,21.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-21,,,,,,,,,,,,,,,,,,,56.899143,57.381340,56.370582,56.806411,11959600.000000,58.075888,57.864339,57.728294,57.791690,39.816043,-0.102132,0.037671,-0.002277,0.011068,3.000000,21.000000,7.000000,2022.000000
2022-07-22,,,,,,,,,,,,,,,,,,,57.112423,57.372066,56.862051,56.917691,11644700.000000,58.062443,57.827973,57.669639,57.765052,28.100472,-0.137680,0.002601,0.003748,0.010759,4.000000,22.000000,7.000000,2022.000000
2022-07-22,57.112423,57.372066,56.862051,56.917691,11644700.000000,58.062444,57.827974,57.669641,57.765054,28.100358,-0.137680,0.002601,0.003748,0.010759,4.000000,22.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-25,,,,,,,,,,,,,,,,,,,57.668804,57.770808,56.852782,57.075333,14941700.000000,58.023032,57.797211,57.669560,57.761278,40.715473,-0.119578,-0.021835,0.009742,0.010093,0.000000,25.000000,7.000000,2022.000000
2022-07-25,57.668800,57.770804,56.852779,57.075329,14941700.000000,58.023034,57.797212,57.669561,57.761279,40.715379,-0.119579,-0.021835,0.009742,0.010093,0.000000,25.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-26,,,,,,,,,,,,,,,,,,,58.614651,59.161758,57.984086,58.188093,20118000.000000,58.036942,57.781683,57.759569,57.794743,48.520719,-0.028581,-0.023184,0.016401,0.010776,1.000000,26.000000,7.000000,2022.000000
2022-07-26,58.614647,59.161754,57.984082,58.188090,20118000.000000,58.036943,57.781684,57.759569,57.794744,48.520712,-0.028582,-0.023184,0.016401,0.010776,1.000000,26.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-27,58.429188,58.596102,57.297884,58.308641,12142900.000000,58.070789,57.740167,57.823342,57.819624,50.773976,0.028243,-0.012899,-0.003164,0.010538,2.000000,27.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-27,,,,,,,,,,,,,,,,,,,58.429192,58.596106,57.297888,58.308645,12142900.000000,58.070788,57.740166,57.823342,57.819624,50.774037,0.028244,-0.012898,-0.003164,0.010538,2.000000,27.000000,7.000000,2022.000000
2022-07-28,59.402851,59.579040,58.317912,58.345729,10837000.000000,58.132454,57.713705,57.973772,57.881712,56.318640,0.150114,0.019704,0.016664,0.011047,3.000000,28.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-28,,,,,,,,,,,,,,,,,,,59.402851,59.579040,58.317912,58.345729,10837000.000000,58.132454,57.713704,57.973772,57.881711,56.318650,0.150115,0.019704,0.016664,0.011047,3.000000,28.000000,7.000000,2022.000000
2022-07-29,59.504860,59.616139,59.004120,59.078303,13734200.000000,58.190874,57.692597,58.119590,57.945365,58.553608,0.252023,0.066168,0.001717,0.011041,4.000000,29.000000,7.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-07-29,,,,,,,,,,,,,,,,,,,59.504856,59.616135,59.004117,59.078299,13734200.000000,58.190874,57.692595,58.119589,57.945364,58.553521,0.252023,0.066168,0.001717,0.011041,4.000000,29.000000,7.000000,2022.000000
2022-08-01,59.829411,60.311611,59.375035,59.430671,12831500.000000,58.197365,57.762311,58.282430,58.019249,62.723528,0.354884,0.123911,0.005454,0.009791,0.000000,1.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-01,,,,,,,,,,,,,,,,,,,59.829407,60.311607,59.375032,59.430667,12831500.000000,58.197365,57.762310,58.282429,58.019248,62.723499,0.354884,0.123911,0.005454,0.009791,0.000000,1.000000,8.000000,2022.000000
2022-08-02,59.013382,59.903589,58.818650,59.894314,15241900.000000,58.214056,57.837800,58.352044,58.058234,58.015192,0.366333,0.172395,-0.013639,0.009497,1.000000,2.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-02,,,,,,,,,,,,,,,,,,,59.013386,59.903593,58.818654,59.894318,15241900.000000,58.214056,57.837799,58.352044,58.058234,58.015236,0.366334,0.172396,-0.013639,0.009497,1.000000,2.000000,8.000000,2022.000000
2022-08-03,59.273037,59.439951,58.707387,58.929937,11317000.000000,58.237703,57.900438,58.439758,58.105874,60.957193,0.391842,0.216285,0.004400,0.009534,2.000000,3.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-03,,,,,,,,,,,,,,,,,,,59.273033,59.439947,58.707383,58.929933,11317000.000000,58.237702,57.900437,58.439757,58.105873,60.957193,0.391842,0.216285,0.004400,0.009534,2.000000,3.000000,8.000000,2022.000000
2022-08-04,59.041206,59.096846,58.345731,59.013388,11795600.000000,58.272940,57.923822,58.497039,58.142553,57.433248,0.388868,0.250801,-0.003911,0.009392,3.000000,4.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-04,,,,,,,,,,,,,,,,,,,59.041214,59.096853,58.345739,59.013396,11795600.000000,58.272940,57.923821,58.497039,58.142553,57.433338,0.388869,0.250802,-0.003911,0.009392,3.000000,4.000000,8.000000,2022.000000
2022-08-05,,,,,,,,,,,,,,,,,,,58.772297,59.004122,58.113911,59.004122,10445400.000000,58.284068,57.920469,58.523254,58.167249,61.833192,0.360656,0.272772,-0.004555,0.009433,4.000000,5.000000,8.000000,2022.000000
2022-08-05,58.772297,59.004122,58.113911,59.004122,10445400.000000,58.284068,57.920470,58.523254,58.167249,61.833157,0.360655,0.272772,-0.004555,0.009433,4.000000,5.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-08,58.392094,59.171026,58.188086,58.883562,9165200.000000,58.285459,57.908593,58.510762,58.176067,53.216404,0.304111,0.279040,-0.006469,0.009524,0.000000,8.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-08,,,,,,,,,,,,,,,,,,,58.392097,59.171030,58.188090,58.883565,9165200.000000,58.285458,57.908592,58.510763,58.176066,53.216412,0.304112,0.279040,-0.006469,0.009524,0.000000,8.000000,8.000000,2022.000000
2022-08-09,58.466286,58.707386,58.280825,58.586836,7910900.000000,58.303077,57.893964,58.506526,58.187448,63.157807,0.262263,0.275684,0.001271,0.009471,1.000000,9.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-09,,,,,,,,,,,,,,,,,,,58.466282,58.707382,58.280821,58.586832,7910900.000000,58.303077,57.893963,58.506526,58.187447,63.157836,0.262264,0.275685,0.001270,0.009471,1.000000,9.000000,8.000000,2022.000000
2022-08-10,59.022659,59.152481,58.512641,59.004113,8857300.000000,58.361960,57.883466,58.555682,58.220201,68.031397,0.270871,0.274722,0.009516,0.009607,2.000000,10.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-10,,,,,,,,,,,,,,,,,,,59.022663,59.152485,58.512645,59.004117,8857300.000000,58.361961,57.883465,58.555682,58.220201,68.031532,0.270871,0.274722,0.009516,0.009607,2.000000,10.000000,8.000000,2022.000000
2022-08-11,58.623924,59.337946,58.494103,59.059753,8507800.000000,58.410180,57.888930,58.562181,58.236034,62.442729,0.242720,0.268321,-0.006756,0.009722,3.000000,11.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-11,,,,,,,,,,,,,,,,,,,58.623920,59.337942,58.494099,59.059749,8507800.000000,58.410180,57.888929,58.562181,58.236033,62.442737,0.242720,0.268322,-0.006756,0.009722,3.000000,11.000000,8.000000,2022.000000
2022-08-12,59.069027,59.124663,58.503373,58.818655,9489300.000000,58.465818,57.909005,58.610452,58.268700,61.741826,0.253405,0.265338,0.007593,0.009794,4.000000,12.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-12,,,,,,,,,,,,,,,,,,,59.069031,59.124667,58.503377,58.818659,9489300.000000,58.465818,57.909004,58.610453,58.268700,61.741856,0.253405,0.265339,0.007593,0.009794,4.000000,12.000000,8.000000,2022.000000
2022-08-15,59.810867,59.987057,58.948478,59.013389,9863300.000000,58.597958,57.931763,58.724777,58.329177,60.386468,0.318067,0.275884,0.012559,0.009484,0.000000,15.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-15,,,,,,,,,,,,,,,,,,,59.810871,59.987060,58.948482,59.013392,9863300.000000,58.597959,57.931762,58.724778,58.329177,60.386495,0.318067,0.275884,0.012559,0.009484,0.000000,15.000000,8.000000,2022.000000
2022-08-16,60.302334,60.487798,59.653226,59.875777,9569600.000000,58.713871,57.978345,58.875021,58.406556,65.443380,0.404308,0.301569,0.008217,0.009173,1.000000,16.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-16,,,,,,,,,,,,,,,,,,,60.302334,60.487798,59.653226,59.875777,9569600.000000,58.713871,57.978344,58.875022,58.406556,65.443397,0.404309,0.301569,0.008217,0.009173,1.000000,16.000000,8.000000,2022.000000
2022-08-17,,,,,,,,,,,,,,,,,,,60.163246,60.478532,60.051975,60.116885,8144000.000000,58.870585,58.023985,58.997710,58.475445,57.269594,0.456174,0.332490,-0.002307,0.008163,2.000000,17.000000,8.000000,2022.000000
2022-08-17,60.163242,60.478528,60.051971,60.116882,8144000.000000,58.870584,58.023986,58.997709,58.475445,57.269531,0.456173,0.332490,-0.002307,0.008163,2.000000,17.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-18,,,,,,,,,,,,,,,,,,,60.478527,60.599074,60.005602,60.237427,6532000.000000,59.049554,58.068935,59.138740,58.553998,58.943847,0.516761,0.369344,0.005240,0.008094,3.000000,18.000000,8.000000,2022.000000
2022-08-18,60.478527,60.599074,60.005602,60.237427,6532000.000000,59.049553,58.068936,59.138739,58.553998,58.943780,0.516761,0.369344,0.005240,0.008094,3.000000,18.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-19,,,,,,,,,,,,,,,,,,,60.432163,60.710356,60.237431,60.469256,8921100.000000,59.215541,58.119587,59.261923,58.627651,55.834944,0.554643,0.406404,-0.000767,0.008137,4.000000,19.000000,8.000000,2022.000000
2022-08-19,60.432159,60.710352,60.237427,60.469252,8921100.000000,59.215540,58.119588,59.261922,58.627651,55.834844,0.554642,0.406403,-0.000767,0.008137,4.000000,19.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-22,59.532673,60.200330,59.337944,60.126144,9087900.000000,59.308734,58.172319,59.287708,58.663142,54.947005,0.506246,0.426372,-0.014884,0.008871,0.000000,22.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-22,,,,,,,,,,,,,,,,,,,59.532673,60.200330,59.337944,60.126144,9087900.000000,59.308735,58.172318,59.287709,58.663142,54.946979,0.506247,0.426373,-0.014884,0.008871,0.000000,22.000000,8.000000,2022.000000
2022-08-23,,,,,,,,,,,,,,,,,,,59.597588,59.690323,59.050484,59.180305,8443800.000000,59.357882,58.233530,59.317221,58.699787,53.210997,0.467739,0.434646,0.001090,0.008161,1.000000,23.000000,8.000000,2022.000000
2022-08-23,59.597591,59.690327,59.050488,59.180309,8443800.000000,59.357881,58.233530,59.317220,58.699787,53.210993,0.467738,0.434645,0.001090,0.008161,1.000000,23.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
2022-08-24,,,,,,,,,,,,,,,,,,,59.681049,59.885057,59.393589,59.569771,6844700.000000,59.420474,58.297699,59.351871,58.738268,56.521695,0.438896,0.435496,0.001400,0.008106,2.000000,24.000000,8.000000,2022.000000
2022-08-24,59.681042,59.885049,59.393581,59.569763,6844700.000000,59.420473,58.297699,59.351870,58.738268,56.521715,0.438895,0.435495,0.001400,0.008106,2.000000,24.000000,8.000000,2022.000000,,,,,,,,,,,,,,,,,,
